,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,calculate_change_2,calculate_stdv_2_1,calculate_annualized_volatility_2,calculate_avg_volatility_2_10,calculate_change_3,calculate_stdv_3_1,calculate_annualized_volatility_3,calculate_avg_volatility_3_15,calculate_change_4,calculate_stdv_4_1,calculate_annualized_volatility_4,calculate_avg_volatility_4_20,calculate_change_5,calculate_stdv_5_1,calculate_annualized_volatility_5,calculate_avg_volatility_5_30,calculate_change_6,calculate_stdv_6_7,calculate_annualized_volatility_6,calculate_avg_volatility_6_5,calculate_change_7,calculate_stdv_7_7,calculate_annualized_volatility_7,calculate_avg_volatility_7_10,calculate_change_8,calculate_stdv_8_22,calculate_annualized_volatility_8,calculate_avg_volatility_8_10,calculate_change_9,calculate_stdv_9_44,calculate_annualized_volatility_9,calculate_avg_volatility_9_10,calculate_change_10,calculate_stdv_10_84,calculate_annualized_volatility_10,calculate_avg_volatility_10_10
0,2013-01-01 09:15:00,521.5,524.0,517.3,517.3,24020,2013-01-01 15:29:00,2013-01-01 09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2013-01-02 09:15:00,521.45,521.45,515.3,519.0,122718,2013-01-02 15:29:00,2013-01-02 09:15:00,0.032809061564193366,0.0,0.0,,0.032809061564193366,0.0,0.0,,0.032809061564193366,0.0,0.0,,0.032809061564193366,0.0,0.0,,0.032809061564193366,0.0,0.0,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,
2,2013-01-03 09:15:00,521.25,542.4,518.2,534.85,150286,2013-01-03 15:29:00,2013-01-03 09:15:00,0.30082450586251147,0.0,0.0,,0.30082450586251147,0.0,0.0,,0.30082450586251147,0.0,0.0,,0.30082450586251147,0.0,0.0,,0.30082450586251147,0.0,0.0,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,
3,2013-01-04 09:15:00,541.0,541.2,531.25,534.05,208632,2013-01-04 15:29:00,2013-01-04 09:15:00,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,
4,2013-01-07 09:15:00,537.85,538.0,528.2,534.95,207598,2013-01-07 15:29:00,2013-01-07 09:15:00,0.016838170489112025,0.0,0.0,,0.016838170489112025,0.0,0.0,,0.016838170489112025,0.0,0.0,,0.016838170489112025,0.0,0.0,,0.016838170489112025,0.0,0.0,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,
5,2013-01-08 09:15:00,535.9,535.9,520.15,530.0,142686,2013-01-08 15:29:00,2013-01-08 09:15:00,-0.09296278038448151,0.0,0.0,0.0,-0.09296278038448151,0.0,0.0,,-0.09296278038448151,0.0,0.0,,-0.09296278038448151,0.0,0.0,,-0.09296278038448151,0.0,0.0,,-0.09296278038448151,,,,-0.09296278038448151,,,,-0.09296278038448151,,,,-0.09296278038448151,,,,-0.09296278038448151,,,
6,2013-01-09 09:15:00,533.6,537.0,527.6,528.05,79164,2013-01-09 15:29:00,2013-01-09 09:15:00,-0.03686030353684192,0.0,0.0,0.0,-0.03686030353684192,0.0,0.0,,-0.03686030353684192,0.0,0.0,,-0.03686030353684192,0.0,0.0,,-0.03686030353684192,0.0,0.0,,-0.03686030353684192,,,,-0.03686030353684192,,,,-0.03686030353684192,,,,-0.03686030353684192,,,,-0.03686030353684192,,,
7,2013-01-10 09:15:00,530.7,533.4,512.35,520.35,304112,2013-01-10 15:29:00,2013-01-10 09:15:00,-0.1468931410861487,0.0,0.0,0.0,-0.1468931410861487,0.0,0.0,,-0.1468931410861487,0.0,0.0,,-0.1468931410861487,0.0,0.0,,-0.1468931410861487,0.0,0.0,,-0.1468931410861487,0.1326456390835347,1.215717363412181,,-0.1468931410861487,0.1326456390835347,1.215717363412181,,-0.1468931410861487,,,,-0.1468931410861487,,,,-0.1468931410861487,,,
8,2013-01-11 09:15:00,525.0,529.0,513.5,515.0,25362,2013-01-11 15:29:00,2013-01-11 09:15:00,-0.10334761420132324,0.0,0.0,0.0,-0.10334761420132324,0.0,0.0,,-0.10334761420132324,0.0,0.0,,-0.10334761420132324,0.0,0.0,,-0.10334761420132324,0.0,0.0,,-0.10334761420132324,0.13753279985080666,1.2605089317110656,,-0.10334761420132324,0.13753279985080666,1.2605089317110656,,-0.10334761420132324,,,,-0.10334761420132324,,,,-0.10334761420132324,,,
9,2013-01-14 09:15:00,511.25,533.8,511.25,530.6,61161,2013-01-14 15:29:00,2013-01-14 09:15:00,0.2984154103990317,0.0,0.0,0.0,0.2984154103990317,0.0,0.0,,0.2984154103990317,0.0,0.0,,0.2984154103990317,0.0,0.0,,0.2984154103990317,0.0,0.0,,0.2984154103990317,0.13675274210799973,1.2533595844053673,,0.2984154103990317,0.13675274210799973,1.2533595844053673,,0.2984154103990317,,,,0.2984154103990317,,,,0.2984154103990317,,,
10,2013-01-15 09:15:00,526.25,529.5,514.35,520.0,275469,2013-01-15 15:29:00,2013-01-15 09:15:00,-0.20179630128166315,0.0,0.0,0.0,-0.20179630128166315,0.0,0.0,0.0,-0.20179630128166315,0.0,0.0,,-0.20179630128166315,0.0,0.0,,-0.20179630128166315,0.0,0.0,,-0.20179630128166315,0.15220379291496336,1.394970804184406,,-0.20179630128166315,0.15220379291496336,1.394970804184406,,-0.20179630128166315,,,,-0.20179630128166315,,,,-0.20179630128166315,,,
