,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,calculate_change_2,calculate_stdv_2_1,calculate_annualized_volatility_2,calculate_avg_volatility_2_10,calculate_change_3,calculate_stdv_3_1,calculate_annualized_volatility_3,calculate_avg_volatility_3_15,calculate_change_4,calculate_stdv_4_1,calculate_annualized_volatility_4,calculate_avg_volatility_4_20,calculate_change_5,calculate_stdv_5_1,calculate_annualized_volatility_5,calculate_avg_volatility_5_30,calculate_change_6,calculate_stdv_6_7,calculate_annualized_volatility_6,calculate_avg_volatility_6_5,calculate_change_7,calculate_stdv_7_7,calculate_annualized_volatility_7,calculate_avg_volatility_7_10,calculate_change_8,calculate_stdv_8_22,calculate_annualized_volatility_8,calculate_avg_volatility_8_10,calculate_change_9,calculate_stdv_9_44,calculate_annualized_volatility_9,calculate_avg_volatility_9_10,calculate_change_10,calculate_stdv_10_84,calculate_annualized_volatility_10,calculate_avg_volatility_10_10
0,2013-01-01 09:15:00,144.4,145.8,142.35,142.85,1074858,2013-01-01 15:29:00,2013-01-01 09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2013-01-02 09:15:00,144.35,145.5,141.5,141.8,1281087,2013-01-02 15:29:00,2013-01-02 09:15:00,-0.07377514578754846,0.0,0.0,,-0.07377514578754846,0.0,0.0,,-0.07377514578754846,0.0,0.0,,-0.07377514578754846,0.0,0.0,,-0.07377514578754846,0.0,0.0,,-0.07377514578754846,,,,-0.07377514578754846,,,,-0.07377514578754846,,,,-0.07377514578754846,,,,-0.07377514578754846,,,
2,2013-01-03 09:15:00,142.95,143.75,141.65,142.9,1204404,2013-01-03 15:29:00,2013-01-03 09:15:00,0.07727470837794476,0.0,0.0,,0.07727470837794476,0.0,0.0,,0.07727470837794476,0.0,0.0,,0.07727470837794476,0.0,0.0,,0.07727470837794476,0.0,0.0,,0.07727470837794476,,,,0.07727470837794476,,,,0.07727470837794476,,,,0.07727470837794476,,,,0.07727470837794476,,,
3,2013-01-04 09:15:00,142.6,144.7,141.9,142.7,1585003,2013-01-04 15:29:00,2013-01-04 09:15:00,-0.014005604530310859,0.0,0.0,,-0.014005604530310859,0.0,0.0,,-0.014005604530310859,0.0,0.0,,-0.014005604530310859,0.0,0.0,,-0.014005604530310859,0.0,0.0,,-0.014005604530310859,,,,-0.014005604530310859,,,,-0.014005604530310859,,,,-0.014005604530310859,,,,-0.014005604530310859,,,
4,2013-01-07 09:15:00,142.35,147.2,141.9,147.0,2084499,2013-01-07 15:29:00,2013-01-07 09:15:00,0.29688062295945555,0.0,0.0,,0.29688062295945555,0.0,0.0,,0.29688062295945555,0.0,0.0,,0.29688062295945555,0.0,0.0,,0.29688062295945555,0.0,0.0,,0.29688062295945555,,,,0.29688062295945555,,,,0.29688062295945555,,,,0.29688062295945555,,,,0.29688062295945555,,,
5,2013-01-08 09:15:00,146.95,149.9,146.65,148.25,1971321,2013-01-08 15:29:00,2013-01-08 09:15:00,0.08467451099098597,0.0,0.0,0.0,0.08467451099098597,0.0,0.0,,0.08467451099098597,0.0,0.0,,0.08467451099098597,0.0,0.0,,0.08467451099098597,0.0,0.0,,0.08467451099098597,,,,0.08467451099098597,,,,0.08467451099098597,,,,0.08467451099098597,,,,0.08467451099098597,,,
6,2013-01-09 09:15:00,149.0,149.85,144.55,145.6,1611788,2013-01-09 15:29:00,2013-01-09 09:15:00,-0.18036902115249281,0.0,0.0,0.0,-0.18036902115249281,0.0,0.0,,-0.18036902115249281,0.0,0.0,,-0.18036902115249281,0.0,0.0,,-0.18036902115249281,0.0,0.0,,-0.18036902115249281,,,,-0.18036902115249281,,,,-0.18036902115249281,,,,-0.18036902115249281,,,,-0.18036902115249281,,,
7,2013-01-10 09:15:00,145.4,147.45,143.0,143.7,1066763,2013-01-10 15:29:00,2013-01-10 09:15:00,-0.13135342677606418,0.0,0.0,0.0,-0.13135342677606418,0.0,0.0,,-0.13135342677606418,0.0,0.0,,-0.13135342677606418,0.0,0.0,,-0.13135342677606418,0.0,0.0,,-0.13135342677606418,0.1493806671485564,1.3690964291425258,,-0.13135342677606418,0.1493806671485564,1.3690964291425258,,-0.13135342677606418,,,,-0.13135342677606418,,,,-0.13135342677606418,,,
8,2013-01-11 09:15:00,144.0,144.35,140.3,141.4,999699,2013-01-11 15:29:00,2013-01-11 09:15:00,-0.1613503962250677,0.0,0.0,0.0,-0.1613503962250677,0.0,0.0,,-0.1613503962250677,0.0,0.0,,-0.1613503962250677,0.0,0.0,,-0.1613503962250677,0.0,0.0,,-0.1613503962250677,0.15909658962524045,1.4581443295339807,,-0.1613503962250677,0.15909658962524045,1.4581443295339807,,-0.1613503962250677,,,,-0.1613503962250677,,,,-0.1613503962250677,,,
9,2013-01-14 09:15:00,141.65,143.9,140.3,143.25,1148327,2013-01-14 15:29:00,2013-01-14 09:15:00,0.12998602132376544,0.0,0.0,0.0,0.12998602132376544,0.0,0.0,,0.12998602132376544,0.0,0.0,,0.12998602132376544,0.0,0.0,,0.12998602132376544,0.0,0.0,,0.12998602132376544,0.1639405674246838,1.5025401193952501,,0.12998602132376544,0.1639405674246838,1.5025401193952501,,0.12998602132376544,,,,0.12998602132376544,,,,0.12998602132376544,,,
