,dt,o,h,l,c,v,e_dt,key,calculate_change_1,calculate_stdv_1_1,calculate_annualized_volatility_1,calculate_avg_volatility_1_5,calculate_change_2,calculate_stdv_2_1,calculate_annualized_volatility_2,calculate_avg_volatility_2_10,calculate_change_3,calculate_stdv_3_1,calculate_annualized_volatility_3,calculate_avg_volatility_3_15,calculate_change_4,calculate_stdv_4_1,calculate_annualized_volatility_4,calculate_avg_volatility_4_20,calculate_change_5,calculate_stdv_5_1,calculate_annualized_volatility_5,calculate_avg_volatility_5_30,calculate_change_6,calculate_stdv_6_5,calculate_annualized_volatility_6,calculate_avg_volatility_6_5,calculate_change_7,calculate_stdv_7_5,calculate_annualized_volatility_7,calculate_avg_volatility_7_10,calculate_change_8,calculate_stdv_8_5,calculate_annualized_volatility_8,calculate_avg_volatility_8_15,calculate_change_9,calculate_stdv_9_5,calculate_annualized_volatility_9,calculate_avg_volatility_9_20,calculate_change_10,calculate_stdv_10_5,calculate_annualized_volatility_10,calculate_avg_volatility_10_30,calculate_change_11,calculate_stdv_11_22,calculate_annualized_volatility_11,calculate_avg_volatility_11_5,calculate_change_12,calculate_stdv_12_22,calculate_annualized_volatility_12,calculate_avg_volatility_12_10,calculate_change_13,calculate_stdv_13_66,calculate_annualized_volatility_13,calculate_avg_volatility_13_10,calculate_change_14,calculate_stdv_14_132,calculate_annualized_volatility_14,calculate_avg_volatility_14_10,calculate_change_15,calculate_stdv_15_252,calculate_annualized_volatility_15,calculate_avg_volatility_15_10
0,2013-01-01 09:15:00,521.5,524.0,517.3,517.3,24020,2013-01-01 15:29:00,2013-01-01 09:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2013-01-02 09:15:00,521.45,521.45,515.3,519.0,122718,2013-01-02 15:29:00,2013-01-02 09:15:00,0.032809061564193366,0.0,0.0,,0.032809061564193366,0.0,0.0,,0.032809061564193366,0.0,0.0,,0.032809061564193366,0.0,0.0,,0.032809061564193366,0.0,0.0,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,,0.032809061564193366,,,
2,2013-01-03 09:15:00,521.25,542.4,518.2,534.85,150286,2013-01-03 15:29:00,2013-01-03 09:15:00,0.30082450586251147,0.0,0.0,,0.30082450586251147,0.0,0.0,,0.30082450586251147,0.0,0.0,,0.30082450586251147,0.0,0.0,,0.30082450586251147,0.0,0.0,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,,0.30082450586251147,,,
3,2013-01-04 09:15:00,541.0,541.2,531.25,534.05,208632,2013-01-04 15:29:00,2013-01-04 09:15:00,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,0.0,0.0,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,,-0.014968662164354973,,,
4,2013-01-07 09:15:00,537.85,538.0,528.2,534.95,207598,2013-01-07 15:29:00,2013-01-07 09:15:00,0.016838170489112025,0.0,0.0,,0.016838170489112025,0.0,0.0,,0.016838170489112025,0.0,0.0,,0.016838170489112025,0.0,0.0,,0.016838170489112025,0.0,0.0,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,,0.016838170489112025,,,
5,2013-01-08 09:15:00,535.9,535.9,520.15,530.0,142686,2013-01-08 15:29:00,2013-01-08 09:15:00,-0.09296278038448151,0.0,0.0,0.0,-0.09296278038448151,0.0,0.0,,-0.09296278038448151,0.0,0.0,,-0.09296278038448151,0.0,0.0,,-0.09296278038448151,0.0,0.0,,-0.09296278038448151,0.13338389875995615,2.117403750114364,,-0.09296278038448151,0.13338389875995615,2.117403750114364,,-0.09296278038448151,0.13338389875995615,2.117403750114364,,-0.09296278038448151,0.13338389875995615,2.117403750114364,,-0.09296278038448151,0.13338389875995615,2.117403750114364,,-0.09296278038448151,,,,-0.09296278038448151,,,,-0.09296278038448151,,,,-0.09296278038448151,,,,-0.09296278038448151,,,
6,2013-01-09 09:15:00,533.6,537.0,527.6,528.05,79164,2013-01-09 15:29:00,2013-01-09 09:15:00,-0.03686030353684192,0.0,0.0,0.0,-0.03686030353684192,0.0,0.0,,-0.03686030353684192,0.0,0.0,,-0.03686030353684192,0.0,0.0,,-0.03686030353684192,0.0,0.0,,-0.03686030353684192,0.13785997023594196,2.1884591819704133,,-0.03686030353684192,0.13785997023594196,2.1884591819704133,,-0.03686030353684192,0.13785997023594196,2.1884591819704133,,-0.03686030353684192,0.13785997023594196,2.1884591819704133,,-0.03686030353684192,0.13785997023594196,2.1884591819704133,,-0.03686030353684192,,,,-0.03686030353684192,,,,-0.03686030353684192,,,,-0.03686030353684192,,,,-0.03686030353684192,,,
7,2013-01-10 09:15:00,530.7,533.4,512.35,520.35,304112,2013-01-10 15:29:00,2013-01-10 09:15:00,-0.1468931410861487,0.0,0.0,0.0,-0.1468931410861487,0.0,0.0,,-0.1468931410861487,0.0,0.0,,-0.1468931410861487,0.0,0.0,,-0.1468931410861487,0.0,0.0,,-0.1468931410861487,0.058271428178746254,0.9250302450091442,,-0.1468931410861487,0.058271428178746254,0.9250302450091442,,-0.1468931410861487,0.058271428178746254,0.9250302450091442,,-0.1468931410861487,0.058271428178746254,0.9250302450091442,,-0.1468931410861487,0.058271428178746254,0.9250302450091442,,-0.1468931410861487,,,,-0.1468931410861487,,,,-0.1468931410861487,,,,-0.1468931410861487,,,,-0.1468931410861487,,,
8,2013-01-11 09:15:00,525.0,529.0,513.5,515.0,25362,2013-01-11 15:29:00,2013-01-11 09:15:00,-0.10334761420132324,0.0,0.0,0.0,-0.10334761420132324,0.0,0.0,,-0.10334761420132324,0.0,0.0,,-0.10334761420132324,0.0,0.0,,-0.10334761420132324,0.0,0.0,,-0.10334761420132324,0.056843700574382684,0.9023657719226161,,-0.10334761420132324,0.056843700574382684,0.9023657719226161,,-0.10334761420132324,0.056843700574382684,0.9023657719226161,,-0.10334761420132324,0.056843700574382684,0.9023657719226161,,-0.10334761420132324,0.056843700574382684,0.9023657719226161,,-0.10334761420132324,,,,-0.10334761420132324,,,,-0.10334761420132324,,,,-0.10334761420132324,,,,-0.10334761420132324,,,
9,2013-01-14 09:15:00,511.25,533.8,511.25,530.6,61161,2013-01-14 15:29:00,2013-01-14 09:15:00,0.2984154103990317,0.0,0.0,0.0,0.2984154103990317,0.0,0.0,,0.2984154103990317,0.0,0.0,,0.2984154103990317,0.0,0.0,,0.2984154103990317,0.0,0.0,,0.2984154103990317,0.16123123069126782,2.5594664399158757,1.7385450777864826,0.2984154103990317,0.16123123069126782,2.5594664399158757,,0.2984154103990317,0.16123123069126782,2.5594664399158757,,0.2984154103990317,0.16123123069126782,2.5594664399158757,,0.2984154103990317,0.16123123069126782,2.5594664399158757,,0.2984154103990317,,,,0.2984154103990317,,,,0.2984154103990317,,,,0.2984154103990317,,,,0.2984154103990317,,,
